epoch,loss,val_loss
0,47043.546875,14147.3798828125
1,12806.408203125,11383.91796875
2,10302.0341796875,9005.890625
3,8984.158203125,7300.2421875
4,6846.08349609375,5852.65869140625
5,5592.88232421875,5182.3134765625
6,5110.97998046875,4564.9443359375
7,4428.30810546875,4657.369140625
8,4143.89892578125,3896.58154296875
9,3870.087158203125,3696.084716796875
10,3576.435546875,3387.0654296875
11,3345.052490234375,3059.523681640625
12,2973.522705078125,2673.133544921875
13,2633.281494140625,2306.842529296875
14,8738.9404296875,7211.466796875
15,4159.05419921875,2841.09521484375
16,2720.009765625,2716.47265625
17,2413.795166015625,2848.547607421875
18,2210.986083984375,2256.572509765625
19,2273.569091796875,2009.8980712890625
20,2305.8349609375,2216.047119140625
21,2203.388671875,1870.273681640625
22,1900.8243408203125,1778.767578125
23,1696.935791015625,1605.51904296875
24,1597.888916015625,1349.650390625
25,1376.897216796875,1218.9530029296875
26,1346.2581787109375,1204.52880859375
27,1344.2650146484375,1115.8175048828125
28,1170.9552001953125,991.6371459960938
29,1074.9110107421875,864.6617431640625
30,1029.021728515625,805.1901245117188
31,1088.845947265625,1239.7491455078125
32,1021.6392211914062,1152.16455078125
33,922.2015380859375,614.396484375
34,946.8800659179688,816.5313110351562
35,870.9533081054688,1552.07666015625
36,1062.542236328125,1485.6622314453125
37,1884.226318359375,1425.9449462890625
38,845.6375122070312,442.1968994140625
39,689.3233032226562,1020.2208862304688
40,842.9860229492188,966.1754760742188
41,1046.98388671875,400.9066162109375
42,573.9974365234375,1038.76611328125
43,502.3168029785156,50.053585052490234
44,578.6007080078125,544.3137817382812
45,462.6402893066406,881.2944946289062
46,486.1044921875,348.6581726074219
47,450.3565368652344,102.34686279296875
48,226.4216766357422,121.9013671875
49,97.57186126708984,-238.5947265625
50,-16.967987060546875,-138.9656982421875
51,-187.12229919433594,-227.11924743652344
52,-337.0245361328125,-701.7302856445312
53,-438.8878173828125,-88.88184356689453
54,-366.5916442871094,-542.5659790039062
