epoch,loss,val_loss
0,40662.04296875,18935.404296875
1,16149.66015625,14487.0703125
2,13260.9228515625,11754.1513671875
3,10781.509765625,9561.9794921875
4,8862.966796875,8126.19482421875
5,7757.826171875,7353.8984375
6,7257.25927734375,6900.7158203125
7,6961.47314453125,6868.900390625
8,6723.30322265625,6525.24169921875
9,6512.693359375,6340.2392578125
10,6412.46875,6516.3095703125
11,6421.9150390625,6389.82763671875
12,6339.5537109375,6205.78076171875
13,6233.0390625,6214.42919921875
14,6137.482421875,5991.31005859375
15,6060.9873046875,6051.2548828125
16,6051.42724609375,5772.3994140625
17,5772.07275390625,5691.9423828125
18,5636.01708984375,5305.0390625
19,5425.19482421875,5380.7119140625
20,5089.93505859375,4906.52783203125
21,4784.62158203125,4591.10302734375
22,4627.49658203125,4417.076171875
23,4296.025390625,4074.970458984375
24,4027.79736328125,3720.037353515625
25,3903.081787109375,3483.9873046875
26,3650.195068359375,3491.983154296875
27,3471.380126953125,3325.1162109375
28,3371.1689453125,3184.9482421875
29,3344.38427734375,3143.672119140625
30,3229.564208984375,2820.367431640625
31,3061.776123046875,2743.816650390625
32,3063.205078125,3001.831787109375
33,2936.342041015625,2749.74365234375
34,2665.567138671875,2415.92919921875
35,2637.605224609375,2494.309326171875
36,2502.56298828125,2355.1748046875
37,2559.01904296875,2392.470703125
38,2606.3095703125,2396.02392578125
39,2471.789794921875,2417.607421875
40,2374.916259765625,2388.828369140625
41,2292.80908203125,2313.571044921875
42,2199.839599609375,2481.11376953125
43,2275.840087890625,2341.634521484375
44,2265.884521484375,2255.770751953125
45,2239.1240234375,2082.395751953125
46,2125.60205078125,2238.9833984375
47,2100.77978515625,2323.648681640625
48,2130.580322265625,2058.796630859375
49,2078.537353515625,2274.639892578125
50,1988.628662109375,1878.00244140625
51,2033.7364501953125,1986.645263671875
52,1923.1375732421875,1884.69287109375
53,1808.2037353515625,1726.008056640625
54,1746.0665283203125,1791.6044921875
55,1681.50537109375,2230.976806640625
56,1567.8271484375,1391.12744140625
57,1650.665283203125,1433.6591796875
58,1828.615478515625,2218.825439453125
59,1770.48291015625,1881.4500732421875
60,1778.6334228515625,2074.86328125
61,1722.146728515625,1621.069091796875
62,1691.0,1696.087158203125
63,1627.6112060546875,1308.3323974609375
64,1488.85205078125,1288.840087890625
65,1434.406494140625,1190.2821044921875
66,1279.854736328125,1196.6434326171875
67,1240.5042724609375,1323.8536376953125
68,1217.0228271484375,1197.763916015625
69,1127.5523681640625,1118.9993896484375
70,1036.30908203125,954.1463623046875
71,1077.6131591796875,927.4746704101562
72,967.2677001953125,1132.62939453125
73,867.6434326171875,957.1480102539062
