epoch,loss,val_loss
0,43055.25390625,17937.013671875
1,15516.2919921875,12801.64453125
2,11795.822265625,9968.4482421875
3,8878.0009765625,7843.697265625
4,7391.703125,7211.4658203125
5,6774.8896484375,6282.5068359375
6,6163.74609375,5794.0146484375
7,5775.70654296875,5217.3994140625
8,5295.36962890625,5334.701171875
9,4892.7353515625,4802.9443359375
10,4605.728515625,4109.2021484375
11,4251.97607421875,3909.417724609375
12,3946.276611328125,4273.07470703125
13,3755.703125,3689.218994140625
14,4030.341796875,3901.4833984375
15,3532.15185546875,3396.9873046875
16,3308.970947265625,3277.3876953125
17,3118.72119140625,3187.858154296875
18,2887.335205078125,2776.634033203125
19,2874.278076171875,2378.092041015625
20,2714.823486328125,2501.1494140625
21,2632.244873046875,2524.849853515625
22,2458.50634765625,2175.83349609375
23,2379.588134765625,2415.939453125
24,2354.86572265625,2282.805419921875
25,2273.11181640625,2428.188232421875
26,2304.6904296875,2400.359130859375
27,2130.199462890625,1962.2425537109375
28,2103.770751953125,2455.8837890625
29,1981.82177734375,1772.9290771484375
30,1948.4808349609375,1788.102783203125
31,1805.731689453125,1724.748291015625
32,1708.09375,1746.7574462890625
33,1691.32470703125,1573.6676025390625
34,1638.29248046875,1690.437255859375
35,1713.0609130859375,4878.15625
36,2676.600341796875,1442.7279052734375
37,1358.8531494140625,1244.6688232421875
38,1523.175048828125,1373.4302978515625
39,1336.912109375,873.6339111328125
40,834.1547241210938,1124.3494873046875
41,759.1392822265625,460.2894287109375
42,944.9541015625,1038.881103515625
43,537.5165405273438,252.85665893554688
44,489.66925048828125,-275.1424865722656
45,-438.4375305175781,-489.8680419921875
46,-116.20642852783203,-200.0692138671875
47,-866.8666381835938,-602.132568359375
48,-1250.4305419921875,-1125.0531005859375
49,-1303.12939453125,-1783.8560791015625
50,-1741.2801513671875,-2291.858154296875
51,-2233.263916015625,-2640.15087890625
52,-2662.70947265625,-2374.999267578125
53,-2954.676513671875,-3559.65771484375
54,-3140.659912109375,-3388.82958984375
55,-3315.94677734375,-2997.562744140625
56,-3405.9599609375,-4162.20849609375
57,-3841.70556640625,-3577.006591796875
58,-3678.111083984375,-4155.3779296875
59,-3938.24658203125,-4155.419921875
60,-4104.1962890625,-4892.43994140625
61,-4163.43212890625,-4834.2978515625
62,-4523.3193359375,-4237.447265625
63,-5079.51220703125,-5603.57275390625
64,-5407.71337890625,-3556.15380859375
65,-5128.646484375,-5582.68701171875
66,-5296.201171875,-5649.81884765625
67,-5390.8564453125,-5216.77001953125
68,-5467.283203125,-5462.6005859375
69,-5561.458984375,-5741.6806640625
70,-5117.31396484375,-5320.86669921875
71,-5448.90966796875,-5644.8310546875
72,-5532.673828125,-5840.6767578125
73,-4983.30419921875,-5568.20556640625
74,-5582.19140625,-6037.1015625
75,-5666.6787109375,-5870.68359375
76,-5731.634765625,-6125.37353515625
77,-5376.21923828125,-5405.96533203125
78,-4970.39794921875,1170.565673828125
79,-3655.283203125,-4864.9462890625
80,-5184.17626953125,-5125.58154296875
81,-5536.16748046875,-4935.15576171875
82,-5501.44287109375,-5259.99951171875
83,-5537.228515625,-6123.8779296875
84,-5630.7578125,-6490.9443359375
85,-5890.7080078125,-6279.55224609375
86,-5851.5595703125,-6116.3037109375
87,-5760.01416015625,-5981.37255859375
88,-6108.81884765625,-6648.5029296875
89,-6333.90234375,-6327.21484375
90,-6536.17138671875,-6732.97412109375
91,-6610.51025390625,-6896.23828125
92,-6099.9287109375,-6199.36572265625
93,-5605.4638671875,-6590.1650390625
94,-5848.83935546875,-6469.181640625
95,-5914.64599609375,-6017.8515625
96,-6038.2255859375,-6148.60400390625
97,-5972.34521484375,-3451.2236328125
98,-5983.60107421875,-6564.87255859375
99,-6274.27294921875,-6895.837890625
100,-6633.32177734375,-6717.0830078125
101,-6670.05908203125,-5021.02197265625
102,-6635.21630859375,-6485.44921875
103,-6747.32421875,-7125.7529296875
104,-6637.6259765625,-6357.3173828125
105,-6704.5810546875,-6568.04443359375
106,-6637.0087890625,-7417.93115234375
107,-6725.95947265625,-7343.3662109375
108,-6654.4033203125,-6303.45751953125
109,-6631.818359375,-6005.8232421875
110,-6622.0517578125,-5529.876953125
111,-6890.283203125,-7384.03125
112,-7049.5869140625,-7211.62548828125
113,-6774.64453125,-7500.11328125
114,-7040.306640625,-7088.12060546875
115,-6985.10888671875,-7527.37744140625
116,-7075.8955078125,-7392.80908203125
117,-6156.19873046875,-7183.32421875
118,-7246.96875,-7612.14990234375
119,-7066.2412109375,-7319.77734375
120,-7066.09765625,-7502.09375
121,-7081.779296875,-5605.875
122,-7127.08349609375,-6723.4716796875
123,-7187.09765625,-6738.24072265625
124,-7129.75830078125,-7284.9638671875
125,-7032.2958984375,-1834.841064453125
126,-3891.0087890625,-3003.807373046875
127,-4745.962890625,-4137.66162109375
128,-5021.24462890625,-5875.45849609375
129,-6483.16064453125,-6621.66748046875
130,-6891.45166015625,-6863.4130859375
131,-7209.4951171875,-7408.90087890625
132,-7251.03857421875,-7080.173828125
133,-7270.40869140625,-7514.1396484375
134,-7426.318359375,-7666.17138671875
135,-7205.0869140625,-6891.23486328125
136,-7398.8330078125,-7525.43310546875
137,-7565.50244140625,-7699.7431640625
